X1	X2	X1	X2	X1	X2	

600	500	250	300	300	700
725.559426188826	431.148426381301	145.782792679726	199.217327886393	161.165117261875	708.71025459786
605.623340959284	355.501369859665	99.1132391191949	441.345698839732	161.445020526523	708.270813447432
496.091957541653	395.59392449164	366.492491377948	437.07709021051	200.647366502387	736.622026686453
517.638038920751	357.339546521271	227.537750730323	360.553691391519	201.963968647128	581.461608140338
516.648910191902	512.608937372186	155.446867265964	292.256065533138	249.509535776831	734.903954037319
743.108046265962	534.228881183469	220.009966900935	439.598958554949	402.78975949854	805.255938996733
481.827316954386	639.375420026303	258.689432451185	372.975723355525	356.795275938037	697.966684530784
594.903209407765	563.944507945588	325.421350569669	355.99403757324	173.983973051527	565.876833789166
637.228279373847	536.157377034521	296.161527263011	341.550345095381	367.751985647533	556.653076203038
651.027847646323	503.794607449799	426.065036878921	453.675480786777	193.234410451867	846.945925107009
594.295633811663	536.521585768134	308.061525678404	480.457826180154	165.44133758021	723.957769985697
683.946162484884	579.085806651505	277.083046514103	202.355233819554	439.268050939789	740.506793949021
670.904244020006	610.237794861917	323.443360952875	356.648170388186	414.18042174445	736.176744015864
748.941251519257	644.08149722705	186.285526223999	276.124297823662	228.749022372795	698.673344957794
578.020008056381	353.462788355015	365.716913132341	122.225457647316	219.697232502489	620.678533049053
528.339847930649	415.182090325547	339.865377017457	315.339837922745	392.072945546486	645.321066431844
664.678615506615	588.661946683774	159.401997998874	317.880151664439	278.422484711207	556.669657779864
514.669573283429	502.306819758855	70.6777424475837	173.862228327592	286.158990314241	837.810250021128
705.692706373745	485.678165255545	70.3932466641221	359.024127202809	311.952240751644	556.415061990093
636.391796288505	504.922775054686	125.129004305618	186.649524610042	342.652338945837	762.57355473617
726.627367063361	391.047851325855	273.625907969904	182.343981573085	297.129542584673	747.702351299598
469.814292731904	378.774446988928	413.497144376616	399.3378941339	159.824486100513	647.950553069063
613.060684380848	359.664128511301	416.351048801606	138.868577696544	192.258340075278	737.293095602794
740.877785912126	416.542389434177	228.566876308629	328.581662029793	446.437492188949	691.395585973849
520.194696580577	544.022650392978	278.792606967436	222.455615120199	168.76108154185	833.094852576001
564.156113495043	590.218671365873	254.561288804616	480.427430062256	265.775714303532	746.192006822162
619.455796706405	627.004470845982	350.989645551918	136.18269027971	322.456189590039	610.862536462795
664.855937483401	637.826953596906	117.906645464464	233.159745513149	156.484677937661	584.058544057276
493.846171625611	476.12260970861	295.558998161305	477.351097772492	325.242381298405	627.428501547359
692.495678429664	539.398854716687	229.100360948203	349.343052928144	166.220060590123	634.282780765694
519.497479311601	486.047112751454	422.069521120251	168.228926384779	394.767565875747	658.482513188893
559.842793337128	536.471735628376	87.8249986054835	235.589918527249	176.117037496998	630.290112000184
579.53223706361	620.325406863381	301.334526684296	437.006865425492	432.173342945442	670.971037647757
709.935639476234	377.012519638362	384.79134988146	159.325634925746	304.562574792973	717.318403258809
472.667963753836	620.648209632071	185.106763086729	173.834848507467	210.680796053487	677.680577368926
502.326308126496	518.805752910878	378.231447354849	469.770938532814	357.665639713591	586.456885011436
516.968953005837	611.946601825038	158.699363537587	348.346239221316	150.624480558204	698.276553643552
618.134931927613	489.997188326773	205.121171801664	174.432825852511	362.876830131664	594.310546498282
695.429446305399	583.685445025543	179.908315514302	107.7616695819	275.566947364876	821.590399555087
701.073933825194	401.360544319766	267.481246996574	108.163547947297	253.330868719201	842.874042000275
580.336213764722	537.929461372183	318.374076385815	158.579165816617	403.487791579046	846.897070097241
540.38119206966	456.30844095047	322.914122385939	390.659507050677	266.750939007691	693.911422592787
516.170012559559	350.316965776746	60.5100118782495	108.110758723234	171.083170073268	742.591957370841
673.433307092417	626.395515073071	362.392191364742	403.697121905436	287.6779891431	795.113972221422
597.662164256267	506.643298929396	409.47619721595	392.008466273948	240.334420703112	651.623625508094
456.32439429021	426.871435726797	439.501853579087	300.101266543586	435.148333841587	580.29866614002
553.59689083591	606.168673946879	171.409912660115	432.266713790094	209.802617895191	657.304171308787
619.210198327251	600.582843314332	310.331624022173	263.608764257573	220.081401845832	666.463618568648
550.534365989996	619.135503551615	160.269800360343	242.977316458435	334.686503847127	738.518925065569
527.030563829656	588.297979313119	259.977624356169	412.917962270074	344.999372081766	571.612873182425
611.739752250707	436.510609563847	446.406716949244	408.250188589107	215.72077947083	710.902534130488
478.628248261802	382.661288125655	310.71618560383	338.252727471383	212.180582869804	614.324266339199
639.332681833764	409.781830034203	176.900795430127	463.860012479136	276.039591592806	742.512344190055
679.412381983725	404.425902905741	120.028261684903	459.986805262193	346.641591701319	567.538793995125
743.60740241204	546.726048931738	389.731237337113	101.119418814988	435.941413491103	795.919362722135
519.920794537458	581.065482311062	401.953552382388	339.640313540899	185.366038256863	832.554712309852
608.986047061921	427.01975230021	167.885368007515	245.790193577674	327.225189646494	798.515027040185
491.774208738391	388.189208602703	357.597487869103	348.850810825237	394.607901996157	650.196959470576
474.491715184834	551.465996193918	364.71579726831	108.744942578287	165.963282770215	639.441794798026
509.22347031408	377.974037845977	158.699866523183	129.279495304652	415.228383687106	661.103363909903
696.32376989856	607.477322052457	429.099975607309	286.771396958094	402.779760614726	833.652887430767
599.46268137684	571.111084988969	378.327591874527	404.581820817691	446.714522229835	634.235933209307
582.302654869014	538.313052316763	323.075102456887	317.873526431103	342.125113708859	681.59408906225
670.51892582922	388.306014235793	140.317211791132	423.786278258191	273.699840457822	671.328963272617
677.771959259058	477.530619493851	350.358525547065	435.371353213543	270.966599538391	673.383230932603
522.502762166721	482.230729104757	56.8998918821413	125.2034018678	340.530942740494	830.872417285453
744.435545533409	520.412292988898	122.499873837086	276.293899228589	324.92550386737	797.347908961099
652.798029842033	593.4316670968	116.171709958768	101.422524888832	332.170759351228	675.906209059899
732.82278560622	573.439372241171	380.529585688699	442.657295769703	319.841934514658	803.384107692181
651.242308771867	406.981353134592	164.717500415588	314.633946357352	219.669343187644	573.294438387133
636.969901070419	552.956922028574	107.713526523333	187.588141526335	372.0705550607	733.965434860769
455.029439470022	448.704829140982	53.5208872152054	422.926481710855	291.208213726531	558.777653382472
491.731236468514	531.721301403855	189.503690765497	406.642099147798	335.291810478291	648.499827605214
720.881994618878	501.027430085516	225.487569381467	216.767179245989	314.3705401485	661.680587335872
493.876553682567	506.566647102605	123.524424790151	189.635341658479	246.022910328585	849.217691791292
458.77277453395	537.099173717617	83.7678176915689	373.300366914122	446.890421579856	658.922046542581
504.610681182	380.74224796082	109.604582045647	290.187834477363	235.226434076297	616.644620372989
504.63345726523	495.234353347048	349.143906811311	166.038326391104	204.785345830728	825.774828243304
663.673631918402	646.842002099081	423.452095435509	124.100978433527	208.526727022051	563.461419962946
490.036712949014	600.894151873257	312.213143579261	121.618355836748	441.499625250542	762.832083167266
601.941208713153	449.792017544318	186.119734353914	459.549318188408	343.728582122582	710.442089563558
474.194989582821	368.180629622314	290.29482592513	203.031338596589	257.989066205082	550.236116760802
508.158982473189	499.986847823468	212.13778909549	370.843208267918	185.663698397382	801.792579285343
502.863491266354	433.395193441552	193.426588092822	477.228211513077	384.017831439656	682.645006043695
526.15552078856	505.355113239508	260.664488886738	439.044850524386	428.751077306398	762.909078831404
636.105639683453	547.718462694899	373.729939361175	399.46616517109	153.638684091226	738.228352930873
672.704601164552	434.270236212511	376.197257316445	309.361890424762	354.101599444405	604.302715466341
639.295486479471	641.071768871872	164.261566620945	296.54675400546	181.115083489575	568.285710983611
596.859513594539	593.634200892317	107.295831426201	314.648409264113	377.002328056331	715.849113445637
701.383042259898	517.46368749946	203.627837271085	434.206847338011	177.94879825692	688.010836842418
536.737047061771	534.044237893308	275.133588822714	361.625930950672	300.102156505414	725.484495825949
726.191784779541	495.905358149258	404.343574361633	105.242067334513	195.772013064838	775.630240425424
626.966779617837	628.039283684083	445.044684627249	390.658193136084	186.251423866626	586.922168474852
614.013974750974	408.539606661149	183.173896586721	322.768973060294	367.835891457733	556.573009582208
598.986851797811	381.915324553109	232.091110709079	269.004354314693	439.093500917014	771.104879061443
525.771078347718	481.555823139152	362.46546843912	460.844380916203	433.687887583239	647.097297938349
609.108751227259	538.470815358486	153.546186453523	283.292470133542	403.411466179353	789.350199471593
512.325087412519	570.033357843056	164.296868595696	121.718599653382	327.903759272039	560.701806852217
712.435729670019	447.448409971644	411.502240147024	419.603995867923	216.052451469564	560.916043937467
